biosample_summary,Biosample term name,Biosample term id,Experiment accession,Assay,Output type,File format,Library made from,Library depleted in,Biological replicate(s),Technical replicate,Biosample type,Biosample life stage,Biosample sex,Biosample Age,Audit WARNING,Audit INTERNAL_ACTION,Audit NOT_COMPLIANT,Audit ERROR,Biosample treatments,Biosample subcellular fraction term name,Library extraction method,Library lysis method,Library strand specific,Project,Lab,Experiment date released,Derived from,Size,md5sum,File accession,File download URL,Assembly,File Status,Biosample organism,Biosample phase,Biosample synchronization stage,Experiment target,Antibody accession,RBNS protein concentration,Library fragmentation method,Library size range,Read length,Mapped read length,Run type,Paired end,Paired with,Platform,Controlled by,Library crosslinking method,dbxrefs
dermis blood vessel endothelial cell male newborn,dermis blood vessel endothelial cell,CL:2000010,ENCSR000EOC,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,postnatal,male,unknown,"insufficient read depth, low spot score",-,-,-,-,-,see document,see document,False,ENCODE,ENCODE Processing Pipeline,12/16/10,"ENCFF163ZHO, ENCFF674SAX",987771,90071b3fe9e47931198e84f5aa478436,ENCFF123PWM,https://www.encodeproject.org/files/ENCFF123PWM/@@download/ENCFF123PWM.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis blood vessel endothelial cell male newborn,dermis blood vessel endothelial cell,CL:2000010,ENCSR000EOC,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,primary cell,postnatal,male,unknown,"insufficient read depth, low spot score",-,-,-,-,-,see document,see document,False,ENCODE,ENCODE Processing Pipeline,12/16/10,"ENCFF163ZHO, ENCFF244JYM",950365,c1141d086cbaaac43b4af5f11f4e78bc,ENCFF468SYR,https://www.encodeproject.org/files/ENCFF468SYR/@@download/ENCFF468SYR.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis blood vessel endothelial cell female adult,dermis blood vessel endothelial cell,CL:2000010,ENCSR000ENX,DNase-seq,raw signal,bigWig,DNA,-,1,-,primary cell,adult,female,unknown,"insufficient read depth, low spot score",-,-,extremely low spot score,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",10/19/11,ENCFF001DGA,166505117,bfb7df21ef93947fb559231ee787d413,ENCFF001DGJ,https://www.encodeproject.org/files/ENCFF001DGJ/@@download/ENCFF001DGJ.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis blood vessel endothelial cell female adult,dermis blood vessel endothelial cell,CL:2000010,ENCSR000ENX,DNase-seq,raw signal,bigWig,DNA,-,2,-,primary cell,adult,female,unknown,"insufficient read depth, low spot score",-,-,extremely low spot score,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",10/19/11,ENCFF001DGP,224329634,4c1f0773392e25c430e327e1ea578395,ENCFF001DGK,https://www.encodeproject.org/files/ENCFF001DGK/@@download/ENCFF001DGK.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis blood vessel endothelial cell female adult,dermis blood vessel endothelial cell,CL:2000010,ENCSR000ENY,DNase-seq,raw signal,bigWig,DNA,-,1,-,primary cell,adult,female,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/14/10,ENCFF001BJI,335392111,741a3a8bbfe41bf5d04b87154f01be52,ENCFF001BJB,https://www.encodeproject.org/files/ENCFF001BJB/@@download/ENCFF001BJB.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis blood vessel endothelial cell female adult,dermis blood vessel endothelial cell,CL:2000010,ENCSR000ENY,DNase-seq,signal,bigWig,DNA,-,1,-,primary cell,adult,female,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/14/10,ENCFF001BJI,431153562,47e08b6d9874799007bc996d1c9e047a,ENCFF001BJD,https://www.encodeproject.org/files/ENCFF001BJD/@@download/ENCFF001BJD.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis blood vessel endothelial cell female adult,dermis blood vessel endothelial cell,CL:2000010,ENCSR000ENY,DNase-seq,raw signal,bigWig,DNA,-,2,-,primary cell,adult,female,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/14/10,ENCFF001DGQ,168952900,99fcb0ee70bdee6704ef3758de289cf9,ENCFF001DGT,https://www.encodeproject.org/files/ENCFF001DGT/@@download/ENCFF001DGT.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis blood vessel endothelial cell female adult,dermis blood vessel endothelial cell,CL:2000010,ENCSR000ENY,DNase-seq,raw signal,bigWig,DNA,-,1,-,primary cell,adult,female,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/14/10,ENCFF001DGR,160696204,29d9572c0d2310cbe5fa17a5094785fd,ENCFF001DGS,https://www.encodeproject.org/files/ENCFF001DGS/@@download/ENCFF001DGS.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis blood vessel endothelial cell male newborn,dermis blood vessel endothelial cell,CL:2000010,ENCSR000ENZ,DNase-seq,raw signal,bigWig,DNA,-,"1, 2",-,primary cell,postnatal,male,unknown,inconsistent platforms,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,ENCFF001BJE,364354238,4658e6c7b34f873001170b9dbfd244af,ENCFF001BHY,https://www.encodeproject.org/files/ENCFF001BHY/@@download/ENCFF001BHY.bigWig,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis blood vessel endothelial cell male newborn,dermis blood vessel endothelial cell,CL:2000010,ENCSR000ENZ,DNase-seq,signal,bigWig,DNA,-,"1, 2",-,primary cell,postnatal,male,unknown,inconsistent platforms,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,ENCFF001BJE,585083340,43065329caf184ea6fdd5b283092bbfd,ENCFF001BIY,https://www.encodeproject.org/files/ENCFF001BIY/@@download/ENCFF001BIY.bigWig,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis blood vessel endothelial cell male newborn,dermis blood vessel endothelial cell,CL:2000010,ENCSR000ENZ,DNase-seq,raw signal,bigWig,DNA,-,2,-,primary cell,postnatal,male,unknown,inconsistent platforms,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,ENCFF001DGX,260573349,72516c847fd666382364de508136a700,ENCFF001DHB,https://www.encodeproject.org/files/ENCFF001DHB/@@download/ENCFF001DHB.bigWig,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis blood vessel endothelial cell male newborn,dermis blood vessel endothelial cell,CL:2000010,ENCSR000ENZ,DNase-seq,raw signal,bigWig,DNA,-,1,-,primary cell,postnatal,male,unknown,inconsistent platforms,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,ENCFF001DGU,231143909,56a96ea59289f1bfd6d686e3054a6cdd,ENCFF001DHA,https://www.encodeproject.org/files/ENCFF001DHA/@@download/ENCFF001DHA.bigWig,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis blood vessel endothelial cell male newborn,dermis blood vessel endothelial cell,CL:2000010,ENCSR000EOC,DNase-seq,raw signal,bigWig,DNA,-,1,-,primary cell,postnatal,male,unknown,"insufficient read depth, low spot score",-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,ENCFF001DIF,158958083,89aa91575549881415788039a0c09464,ENCFF001DIE,https://www.encodeproject.org/files/ENCFF001DIE/@@download/ENCFF001DIE.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis blood vessel endothelial cell male newborn,dermis blood vessel endothelial cell,CL:2000010,ENCSR000EOC,DNase-seq,raw signal,bigWig,DNA,-,2,-,primary cell,postnatal,male,unknown,"insufficient read depth, low spot score",-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,ENCFF001DIG,216824180,11617b442d77acd2ca2b9c9acd289d48,ENCFF001DIH,https://www.encodeproject.org/files/ENCFF001DIH/@@download/ENCFF001DIH.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis blood vessel endothelial cell female child (16 years) and male child (13 years),dermis blood vessel endothelial cell,CL:2000010,ENCSR000AAI,RNA-seq,gene quantifications,tsv,RNA,rRNA,1,1.0,primary cell,child,"male, female","13 year, 16 year",-,-,-,-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,6/30/14,"ENCFF582PME, ENCFF826ONU",9574015,1f8533dc6585e865918636dd35c1e7ca,ENCFF467LOW,https://www.encodeproject.org/files/ENCFF467LOW/@@download/ENCFF467LOW.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis blood vessel endothelial cell female child (16 years) and male child (13 years),dermis blood vessel endothelial cell,CL:2000010,ENCSR000AAI,RNA-seq,gene quantifications,tsv,RNA,rRNA,2,1.0,primary cell,child,"male, female","13 year, 16 year",-,-,-,-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,6/30/14,"ENCFF614PFC, ENCFF826ONU",9576595,dbd8b38cd5e71e5f278555cdf2d74d28,ENCFF906UPT,https://www.encodeproject.org/files/ENCFF906UPT/@@download/ENCFF906UPT.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis microvascular lymphatic vessel endothelial cell female,dermis microvascular lymphatic vessel endothelial cell,CL:2000041,ENCSR000EOA,DNase-seq,peaks,bed narrowPeak,DNA,-,"1, 2",-,primary cell,unknown,female,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,"ENCFF001DHI, ENCFF001DHJ",1237075,40de3123fad2b7b78a00d9132341f71d,ENCFF001SRF,https://www.encodeproject.org/files/ENCFF001SRF/@@download/ENCFF001SRF.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis microvascular lymphatic vessel endothelial cell female,dermis microvascular lymphatic vessel endothelial cell,CL:2000041,ENCSR000EOA,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,unknown,female,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,ENCFF001DHI,1481340,62b36bb85a28e8f928d6af88bf9dff72,ENCFF001WKN,https://www.encodeproject.org/files/ENCFF001WKN/@@download/ENCFF001WKN.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis microvascular lymphatic vessel endothelial cell female,dermis microvascular lymphatic vessel endothelial cell,CL:2000041,ENCSR000EOA,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,primary cell,unknown,female,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,ENCFF001DHJ,1568324,fe4f7867772394a96cf158c51ac96e29,ENCFF001WKO,https://www.encodeproject.org/files/ENCFF001WKO/@@download/ENCFF001WKO.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis microvascular lymphatic vessel endothelial cell female,dermis microvascular lymphatic vessel endothelial cell,CL:2000041,ENCSR000EOA,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,unknown,female,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,ENCODE Processing Pipeline,12/16/10,"ENCFF083JBK, ENCFF163ZHO",967990,b1bc6161abe72af94a378ed1bc3f4b7f,ENCFF245TVT,https://www.encodeproject.org/files/ENCFF245TVT/@@download/ENCFF245TVT.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis microvascular lymphatic vessel endothelial cell female,dermis microvascular lymphatic vessel endothelial cell,CL:2000041,ENCSR000EOA,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,primary cell,unknown,female,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,ENCODE Processing Pipeline,12/16/10,"ENCFF082GZM, ENCFF163ZHO",1041207,8fc1ac324eb29e490eea84e8dc1a2580,ENCFF889ZCA,https://www.encodeproject.org/files/ENCFF889ZCA/@@download/ENCFF889ZCA.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis microvascular lymphatic vessel endothelial cell male,dermis microvascular lymphatic vessel endothelial cell,CL:2000041,ENCSR000EOB,DNase-seq,peaks,bed narrowPeak,DNA,-,"1, 2",-,primary cell,unknown,male,unknown,inconsistent platforms,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,"ENCFF001BLG, ENCFF001DHO, ENCFF001DHT",1488680,c5700aa9b47a153e5f3f95c83817e2fd,ENCFF001SRG,https://www.encodeproject.org/files/ENCFF001SRG/@@download/ENCFF001SRG.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis microvascular lymphatic vessel endothelial cell male,dermis microvascular lymphatic vessel endothelial cell,CL:2000041,ENCSR000EOB,DNase-seq,peaks,bed narrowPeak,DNA,-,"1, 2",-,primary cell,unknown,male,unknown,inconsistent platforms,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,ENCFF001BLG,2329998,20c8cc389da39320ede3c12ccb69c2ae,ENCFF001WAM,https://www.encodeproject.org/files/ENCFF001WAM/@@download/ENCFF001WAM.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis microvascular lymphatic vessel endothelial cell male,dermis microvascular lymphatic vessel endothelial cell,CL:2000041,ENCSR000EOB,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,primary cell,unknown,male,unknown,inconsistent platforms,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,ENCFF001DHT,1796119,a97634a78a918fff2986b937f5903b1a,ENCFF001WKS,https://www.encodeproject.org/files/ENCFF001WKS/@@download/ENCFF001WKS.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis microvascular lymphatic vessel endothelial cell male,dermis microvascular lymphatic vessel endothelial cell,CL:2000041,ENCSR000EOB,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,unknown,male,unknown,inconsistent platforms,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,ENCFF001DHO,1802419,0aa44edb6c636a566c7b0b95ea153586,ENCFF001WKR,https://www.encodeproject.org/files/ENCFF001WKR/@@download/ENCFF001WKR.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis microvascular lymphatic vessel endothelial cell female,dermis microvascular lymphatic vessel endothelial cell,CL:2000041,ENCSR000EOA,DNase-seq,raw signal,bigWig,DNA,-,1,-,primary cell,unknown,female,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,ENCFF001DHI,178903082,668c3979b8ed820c00bd402b939196c1,ENCFF001DHK,https://www.encodeproject.org/files/ENCFF001DHK/@@download/ENCFF001DHK.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis microvascular lymphatic vessel endothelial cell female,dermis microvascular lymphatic vessel endothelial cell,CL:2000041,ENCSR000EOA,DNase-seq,raw signal,bigWig,DNA,-,2,-,primary cell,unknown,female,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,ENCFF001DHJ,175131488,9556540a752217190f17dc5ba41528bf,ENCFF001DHN,https://www.encodeproject.org/files/ENCFF001DHN/@@download/ENCFF001DHN.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis microvascular lymphatic vessel endothelial cell male,dermis microvascular lymphatic vessel endothelial cell,CL:2000041,ENCSR000EOB,DNase-seq,raw signal,bigWig,DNA,-,"1, 2",-,primary cell,unknown,male,unknown,inconsistent platforms,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,ENCFF001BLG,364892102,124d4d69cf37becfc13bb263d516917e,ENCFF001BJH,https://www.encodeproject.org/files/ENCFF001BJH/@@download/ENCFF001BJH.bigWig,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis microvascular lymphatic vessel endothelial cell male,dermis microvascular lymphatic vessel endothelial cell,CL:2000041,ENCSR000EOB,DNase-seq,signal,bigWig,DNA,-,"1, 2",-,primary cell,unknown,male,unknown,inconsistent platforms,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,ENCFF001BLG,559928031,b75822c318efa21e5b16cd418b2250d1,ENCFF001BKJ,https://www.encodeproject.org/files/ENCFF001BKJ/@@download/ENCFF001BKJ.bigWig,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis microvascular lymphatic vessel endothelial cell male,dermis microvascular lymphatic vessel endothelial cell,CL:2000041,ENCSR000EOB,DNase-seq,raw signal,bigWig,DNA,-,2,-,primary cell,unknown,male,unknown,inconsistent platforms,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,ENCFF001DHT,214266877,ad903eb68b7f112bb2e4b02041e005cf,ENCFF001DHV,https://www.encodeproject.org/files/ENCFF001DHV/@@download/ENCFF001DHV.bigWig,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis microvascular lymphatic vessel endothelial cell male,dermis microvascular lymphatic vessel endothelial cell,CL:2000041,ENCSR000EOB,DNase-seq,raw signal,bigWig,DNA,-,1,-,primary cell,unknown,male,unknown,inconsistent platforms,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,ENCFF001DHO,199803289,f2f80b20cc3e53582b36b70e9818cbf0,ENCFF001DHU,https://www.encodeproject.org/files/ENCFF001DHU/@@download/ENCFF001DHU.bigWig,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis microvascular lymphatic vessel endothelial cell female adult (38 years) and female adult (64 years),dermis microvascular lymphatic vessel endothelial cell,CL:2000041,ENCSR000AAK,RNA-seq,gene quantifications,tsv,RNA,rRNA,1,1.0,primary cell,adult,female,"38 year, 64 year",-,-,-,-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,6/30/14,"ENCFF467CAE, ENCFF826ONU",9597990,114eca80e2359c81858a773c84e5e9e2,ENCFF436XMQ,https://www.encodeproject.org/files/ENCFF436XMQ/@@download/ENCFF436XMQ.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dermis microvascular lymphatic vessel endothelial cell female adult (38 years) and female adult (64 years),dermis microvascular lymphatic vessel endothelial cell,CL:2000041,ENCSR000AAK,RNA-seq,gene quantifications,tsv,RNA,rRNA,2,1.0,primary cell,adult,female,"38 year, 64 year",-,-,-,-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,6/30/14,"ENCFF227WKT, ENCFF826ONU",9584091,bdece8b9306f8cd781e6d59315b7d10c,ENCFF684KLL,https://www.encodeproject.org/files/ENCFF684KLL/@@download/ENCFF684KLL.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
endothelial cell of umbilical vein newborn,endothelial cell of umbilical vein,CL:0002618,ENCSR000EOQ,DNase-seq,peaks,bed narrowPeak,DNA,-,"1, 2",-,primary cell,newborn,unknown,unknown,inconsistent platforms,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",5/4/11,ENCFF001BSG,2325850,c643aaefbce12bd346f0ba3701da9024,ENCFF001WBA,https://www.encodeproject.org/files/ENCFF001WBA/@@download/ENCFF001WBA.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
endothelial cell of umbilical vein newborn,endothelial cell of umbilical vein,CL:0002618,ENCSR000EOQ,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,primary cell,newborn,unknown,unknown,inconsistent platforms,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",5/4/11,ENCFF001DNT,1587876,69e927c98297c97055be74fbac6fa45f,ENCFF001WNC,https://www.encodeproject.org/files/ENCFF001WNC/@@download/ENCFF001WNC.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
endothelial cell of umbilical vein newborn,endothelial cell of umbilical vein,CL:0002618,ENCSR000EOQ,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,newborn,unknown,unknown,inconsistent platforms,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",5/4/11,ENCFF001DNS,1368143,febb003e53c0d355023053e8b6a723d6,ENCFF001WNB,https://www.encodeproject.org/files/ENCFF001WNB/@@download/ENCFF001WNB.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
endothelial cell of umbilical vein newborn,endothelial cell of umbilical vein,CL:0002618,ENCSR000EOQ,DNase-seq,raw signal,bigWig,DNA,-,"1, 2",-,primary cell,newborn,unknown,unknown,inconsistent platforms,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",5/4/11,ENCFF001BSG,420372258,803747e018e8382a358973acfc85ce81,ENCFF001BNV,https://www.encodeproject.org/files/ENCFF001BNV/@@download/ENCFF001BNV.bigWig,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
endothelial cell of umbilical vein newborn,endothelial cell of umbilical vein,CL:0002618,ENCSR000EOQ,DNase-seq,signal,bigWig,DNA,-,"1, 2",-,primary cell,newborn,unknown,unknown,inconsistent platforms,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",5/4/11,ENCFF001BSG,1024329441,75cedc5f45fac89194dfa8310e95c949,ENCFF001BRA,https://www.encodeproject.org/files/ENCFF001BRA/@@download/ENCFF001BRA.bigWig,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
endothelial cell of umbilical vein newborn,endothelial cell of umbilical vein,CL:0002618,ENCSR000EOQ,DNase-seq,raw signal,bigWig,DNA,-,2,-,primary cell,newborn,unknown,unknown,inconsistent platforms,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",5/4/11,ENCFF001DNT,223888882,264344a14ec954b8dfedb8a089d97657,ENCFF001DOB,https://www.encodeproject.org/files/ENCFF001DOB/@@download/ENCFF001DOB.bigWig,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
endothelial cell of umbilical vein newborn,endothelial cell of umbilical vein,CL:0002618,ENCSR000EOQ,DNase-seq,raw signal,bigWig,DNA,-,1,-,primary cell,newborn,unknown,unknown,inconsistent platforms,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",5/4/11,ENCFF001DNS,164202860,d31ad898a86096a18ddf5c51bca9a3ab,ENCFF001DOA,https://www.encodeproject.org/files/ENCFF001DOA/@@download/ENCFF001DOA.bigWig,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
endothelial cell of umbilical vein cytosolic fraction male newborn,endothelial cell of umbilical vein,CL:0002618,ENCSR000CPA,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,rRNA,4,1.0,primary cell,newborn,male,unknown,-,-,-,-,-,cytosol,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,10/17/11,"ENCFF197BOW, ENCFF826ONU",9518406,8427b7b5572d2694d820f949b5399d42,ENCFF031XBL,https://www.encodeproject.org/files/ENCFF031XBL/@@download/ENCFF031XBL.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
endothelial cell of umbilical vein cytosolic fraction male newborn,endothelial cell of umbilical vein,CL:0002618,ENCSR000CPA,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,rRNA,3,1.0,primary cell,newborn,male,unknown,-,-,-,-,-,cytosol,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,10/17/11,"ENCFF018XKT, ENCFF826ONU",9529086,defc5a5d3b507e2891e86e4e4b0f06c4,ENCFF812AVH,https://www.encodeproject.org/files/ENCFF812AVH/@@download/ENCFF812AVH.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
endothelial cell of umbilical vein male newborn,endothelial cell of umbilical vein,CL:0002618,ENCSR000COZ,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,rRNA,1,1.0,primary cell,newborn,male,unknown,-,-,-,-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,10/17/11,"ENCFF113ZIX, ENCFF826ONU",9524350,7f977f67f6e86ac3acd42f258305aa9e,ENCFF153AIN,https://www.encodeproject.org/files/ENCFF153AIN/@@download/ENCFF153AIN.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
endothelial cell of umbilical vein male newborn,endothelial cell of umbilical vein,CL:0002618,ENCSR000COZ,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,rRNA,2,1.0,primary cell,newborn,male,unknown,-,-,-,-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,10/17/11,"ENCFF826ONU, ENCFF903YMR",9552940,8e14336844d008660960512414920cf5,ENCFF530HNB,https://www.encodeproject.org/files/ENCFF530HNB/@@download/ENCFF530HNB.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
endothelial cell of umbilical vein newborn,endothelial cell of umbilical vein,CL:0002618,ENCSR654UPQ,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,-,1,-,primary cell,newborn,unknown,unknown,"inconsistent platforms, missing spikeins, low read depth",-,"insufficient read depth, missing spikeins",-,-,-,see document,see document,"False, True",ENCODE,ENCODE Processing Pipeline,1/17/12,"ENCFF347CVI, ENCFF826ONU",9750100,4681a3cf107542819d07b2f765b96508,ENCFF891CHR,https://www.encodeproject.org/files/ENCFF891CHR/@@download/ENCFF891CHR.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
